group,concept,gloss,form,syllables,donor,donor_family,donor_macroarea,donor_form,donor_adapted,source,seg_cost,seg_cost_weighted,score,nearest_word_distance,nearest_word_similarity,false_friend_score,false_friend_top,n_donor_candidates,recog_instrument,wiki_title,syllable_inflation,fallback_flag,borrowing_form,borrowing_syllables,borrowing_recog_world,compound_parts,compound_gloss,panel_languages,panel_share_world_l1,n_recognizing,recog_share_world_l1,recog_share_world_l1_strict,recog_share_panel,threshold,top_recognizers,rank,concepticon,wold
grammar,NO,"no - answers the fact, not the polarity",ma,1,Thai,Tai-Kadai,Eurasia,mây,mai,wold,0.0,0.0,0.0292,1.0,0.922,0.0834,arz:ma=what/not; pes:ma=we; SeliceRomani:ma=not; ita:ma=but,10,wold41,,,,,,,,,26,0.24602929244760235,10,0.1989936317975157,0.0621592081121984,0.8088208920890834,,Archi; Bezhta; Dutch; English; LowerSorbian; MandarinChinese,,,17-56
grammar,THAT,that (distal demonstrative; `this` is the G2 core root),ju,1,Swahili,Atlantic-Congo,Africa,yule,jule,wold,0.0,0.0,0.3367,1.0,0.862,0.4598,MandarinChinese:yu=and; Japanese:ju=ten; Swahili:juu=up,16,wold41,,,,,,,,,28,0.24602929244760235,1,0.0,0.0,0.0,,CeqWong,,,24-08
numeral,ZERO,0,ko,1,Indonesian,Austronesian,Papunesia,kosong,kosongi,wold,0.0,0.0,0.1819,1.0,0.931,0.1256,hin:ko=to (obj); fil:ko=my; Hausa:koo=or; urd:ko=to (obj),5,wold41,,,,,,,,,8,0.24602929244760235,0,0.0,0.0,0.0,,,,,13
numeral,ONE,1,jun,1,Qeqchi,Mayan,North America,jun,jun,wold,0.0,0.0,0.4403,1.0,0.908,0.0,,11,wold41,,,,,,,,,33,0.24602929244760235,7,0.0007172174664062596,7.434269092053013e-05,0.0029151710321607643,,Kalina; OldHighGerman; Oroqen; Qeqchi; Saramaccan; TarifiytBerber,,,13-01
numeral,TWO,2,ku,1,KildinSaami,Uralic,Eurasia,kūht,kuhiti,wold,0.0,0.0,-0.0419,1.0,0.931,0.0332,Hausa:kuu=you (plural); Thai:kuu=I; Romanian:cu=with; Kanuri:ku=today,13,wold41,,,,,,,,,31,0.24602929244760235,5,2.7108843589198017e-05,1.3260695280471816e-05,0.00011018543084649757,,Archi; Kalina; Saramaccan; SeychellesCreole; ZinacantanTzotzil,,,13-02
numeral,THREE,3,pe,1,WhiteHmong,Hmong-Mien,Eurasia,peb,pebu,wold,0.0,0.0,0.1843,1.0,0.888,0.0,SeychellesCreole:pe=few,12,wold41,,,,,,,,,32,0.24602929244760235,5,0.0663395238612566,0.011091659810876031,0.2696407537544951,,English; Ket; Manange; Saramaccan; Vietnamese,,,13-03
numeral,FOUR,4,jon,1,Japanese,Japonic,Eurasia,yon,jon,wold,0.0,0.0,0.1075,1.0,0.954,0.0,,12,wold41,,,,,,,,,33,0.24602929244760235,3,0.029737076368212052,0.029737076368212052,0.120868031901304,,Japanese; Vietnamese; ZinacantanTzotzil,,,13-04
numeral,FIVE,5,nam,1,Vietnamese,Austroasiatic,Eurasia,năm,nam,wold,0.0,0.0,0.1121,1.0,0.948,0.0233,Hausa:naam=yes; Kanuri:naam=yes,16,wold41,,,,,,,,,28,0.24602929244760235,5,0.019775719185842207,0.01107851864698096,0.08037953118957941,,Hawaiian; Indonesian; Malagasy; Swahili; Vietnamese,,,13-05
numeral,SIX,6,wa,1,Qeqchi,Mayan,North America,waqib',wakibu,wold,0.0,0.0,-0.0297,1.0,0.931,0.0935,kor:wa=and/with; arz:wa=and; pes:va=and; Hausa:waa=who?,10,wold41,,,,,,,,,29,0.24602929244760235,0,0.0,0.0,0.0,,,,,13-06
numeral,SEVEN,7,wi,1,Archi,Nakh-Daghestanian,Eurasia,wikɬ,wiki,wold,0.0,0.0,0.0813,1.0,0.897,0.1862,rus:vy=you (pl); English:why=why?; fra:oui=yes; pol:wy=you (pl),17,wold41,,,,,,,,,29,0.24602929244760235,0,0.0,0.0,0.0,,,,,13-07
numeral,EIGHT,8,ta,1,Hausa,Afro-Asiatic,Africa,tákwàs,takiwasi,wold,0.0,0.0,0.0884,1.0,0.914,0.4501,MandarinChinese:ta=he/she/it; Vietnamese:ta=we; Thai:thaa=if; Hausa:ta=through,10,wold41,,,,,,,,,27,0.24602929244760235,2,0.1448953623039352,0.13381684365695423,0.5889354103426283,,MandarinChinese; Vietnamese,,,13-08
numeral,NINE,9,sem,1,Indonesian,Austronesian,Papunesia,sembilan,sembilan,wold,0.0,0.0,-0.0155,1.0,0.902,0.0,,12,wold41,,,,,,,,,27,0.24602929244760235,1,0.01107851864698096,0.01107851864698096,0.045029266786760315,,Vietnamese,,,13-09
numeral,TEN,10,kun,1,ImbaburaQuechua,Quechuan,South America,chunga,kunga,wold,0.0,0.0,-0.0253,1.0,0.856,0.0,,11,wold41,,,,,,,,,26,0.24602929244760235,8,0.0609723183054532,0.05758183242403311,0.2478254426490239,,Dutch; English; Gawwada; ImbaburaQuechua; Ket; Oroqen,,,13-1
generic,PERSON,person (agent nouns: X-person),men,1,Dutch,Indo-European,Eurasia,mens,mensi,wold,0.0,0.0,-0.0956,1.0,0.902,0.0,,14,wold41,,,,,,,,,28,0.24602929244760235,4,0.1371965206941944,0.13382923410544098,0.5576430323775922,,Dutch; Manange; MandarinChinese; SeychellesCreole,,,2-1
generic,THING,thing (object nouns: X-thing),mo,1,Japanese,Japonic,Eurasia,mono,mono,wold,0.0,0.0,-0.1624,1.0,0.931,0.0394,fil:mo=your; Gawwada:moo=what?,16,wold41,,,,,,,,,24,0.24602929244760235,4,7.177057958466199e-05,2.1865497329567686e-08,0.00029171558748414966,,Bezhta; Hawaiian; Iraqw; Ket,,,11-18
generic,PLACE,place (where: WHAT-place),pa,1,Kalina,Cariban,South America,pato,pato,wold,0.0,0.0,0.0987,1.0,0.931,0.0338,fra:pas=not; SeychellesCreole:pa=not; Gawwada:pa=and; Kalina:pa=not,14,wold41,,,,,,,,,29,0.24602929244760235,8,0.004436225156703999,0.004436225156703999,0.018031288520852843,,Hup; Iraqw; Kanuri; Ket; Oroqen; SeliceRomani,,,12-11
generic,TIME,time (when: WHAT-time),tim,1,Romanian,Indo-European,Eurasia,timp,timpu,wold,0.0,0.0,-0.5378,1.0,0.92,0.0,,6,wold41,,,,,,,,,19,0.24602929244760235,5,0.05880319391616828,0.05526098334877831,0.23900891365889607,,English; Romanian; Saramaccan; SeliceRomani; Takia,,,14-11
generic,REASON,reason (why: WHAT-reason),to,1,Sakha,Turkic,Eurasia,törüöt,toruoti,wold,0.0,0.0,-0.3891,1.0,0.931,0.2165,rus:to=that; Japanese:to=ten; mar:to=he; pes:to=you,4,wold41,,,,,,,,,10,0.24602929244760235,0,0.0,0.0,0.0,,,,,17-42
generic,MANNER,manner (how: WHAT-manner),fu,1,Kanuri,Saharan,Africa,fútù,futu,wold,0.0,0.0,0.08,1.0,0.931,0.0,,8,wold41,,,,,,,,,22,0.24602929244760235,0,0.0,0.0,0.0,,,,,17-49
generic,QUALITY,quality (abstract nouns: X-quality),fun,1,(coined),(none),(none),,fun,coined,0.0,0.0,0.0,1.0,0.856,0.0,,0,wold41,,,,,,,,,0,0.24602929244760235,0,0.0,0.0,0.0,,,,,
generic,ACTION,action (X-action),num,1,WhiteHmong,Hmong-Mien,Eurasia,num,num,wold,0.0,0.0,-0.2461,1.0,0.908,0.0,,5,wold41,,,,,,,,,19,0.24602929244760235,1,0.0,0.0,0.0,,WhiteHmong,,,9-12
generic,TOOL,tool (instrument nouns: X-tool),kom,1,Swahili,Atlantic-Congo,Africa,chombo,kombo,wold,0.0,0.0,-0.2301,1.0,0.954,0.0371,por:com=with; Mapudungun:kom=all,4,wold41,,,,,,,,,8,0.24602929244760235,1,0.0023337934496738995,0.0,0.009485835716781304,,Swahili,,,9-422
core,FIRE,fire,fa,1,Thai,Tai-Kadai,Eurasia,fay,fai,wold,0.0,0.0,-0.1172,1.0,0.931,0.0423,Vietnamese:va=and; Thai:phʉa=if,11,wold41,,,,,,,,,38,0.24602929244760235,4,0.021676870972604616,8.746198931827075e-07,0.08810687035252604,,Bezhta; Japanese; Malagasy; Thai,1,221,1-81
core,NOSE,nose,kin,1,Kanuri,Saharan,Africa,kə́nzà,kinsa,wold,0.0,0.0,-0.199,1.0,0.931,0.0332,Vietnamese:chin=nine,12,wold41,,,,,,,,,35,0.24602929244760235,1,0.001351287734967283,0.0,0.0054923855672798436,,Kanuri,2,1221,4-23
core,GO,to go,ki,1,Qeqchi,Mayan,North America,xik,kisiki,wold,0.0,0.0,-0.3802,1.0,0.897,0.7103,MandarinChinese:qi=seven; hin:ki=that (rel); ben:ki=what/Q; Vietnamese:chi=only,10,wold41,,,,,,,,,31,0.24602929244760235,2,0.05526098334877831,0.05526098334877831,0.2246113980941819,,English; Saramaccan,3,695,10-47
core,WATER,water,su,1,MandarinChinese,Sino-Tibetan,Eurasia,shui3,sui,wold,0.0,0.0,0.0509,1.0,0.922,0.0642,tur:su=that; Hausa:suu=they; Thai:suu=you (singular),10,wold41,,,,,,,,,37,0.24602929244760235,5,0.13386082246058312,0.0,0.5440848978952044,,KildinSaami; MandarinChinese; Mapudungun; Oroqen; ZinacantanTzotzil,4,948,1-31
core,MOUTH,mouth,mi,1,Vietnamese,Austroasiatic,Eurasia,miệng,miengi,wold,0.0,0.0,-0.103,1.0,0.897,0.4183,spa:mi=my/me; rus:my=we; mar:mi=I; tur:mi=question particle,10,wold41,,,,,,,,,37,0.24602929244760235,2,0.001351287734967283,0.0,0.0054923855672798436,,Kanuri; Otomi,5,674,4-24
core,TONGUE,tongue,nu,1,Kalina,Cariban,South America,-nulu,nulu,wold,0.0,0.0,-0.1407,1.0,0.922,0.0213,Romanian:nu=no; OldHighGerman:nu=now; Dutch:nu=now,12,wold41,,,,,,,,,34,0.24602929244760235,1,0.0,0.0,0.0,,Manange,6,1205,4-26
core,BLOOD,blood,bi,1,Hup,Naduhup,South America,biyǐw,bijiwu,wold,0.2,0.3,-0.2482,1.0,0.948,0.0103,SeliceRomani:bi=without; Thai:bɔy=often; Oroqen:bi=I; Hup:bɨyɨ=only,14,wold41,,,,,,,,,36,0.24602929244760235,6,0.02002398077137203,0.020023106151478846,0.08138860447130132,,Archi; Bezhta; Japanese; Kanuri; Manange; Saramaccan,7,946,4-15
core,BONE,bone,ni,1,Otomi,Otomanguean,North America,ndo'yo,nidojo,wold,0.0,0.0,-0.4993,1.0,0.966,0.509,MandarinChinese:ni=you (singular); Japanese:ni=two; Hausa:nii=I; ukr:ni=no,11,wold41,,,,,,,,,34,0.24602929244760235,1,0.0,0.0,0.0,,CeqWong,7,1394,4-16
core,ROOT,root,de,1,Iraqw,Afro-Asiatic,Africa,dee/ár,de,wold,0.2,0.3,-0.7268,1.0,0.948,0.1497,spa:de=of; por:de=of; Japanese:de=at; tur:de=also,2,wold41,,,,,,,,,34,0.24602929244760235,3,0.029804130560022728,0.029804130560022728,0.12114057746343439,,Iraqw; Japanese; Vietnamese,9,670,8-54
core,COME,to come,nom,1,Wichi,Mataguayan,South America,nom,nom,wold,0.0,0.0,-0.3121,1.0,0.954,0.0,,8,wold41,,,,,,,,,29,0.24602929244760235,1,0.0,0.0,0.0,,Wichi,11,1446,10-48
core,BREAST,breast,pi,1,Yaqui,Uto-Aztecan,North America,pipim,pipim,wold,0.0,0.0,-0.399,1.0,0.983,0.0023,Swahili:pi=which?,12,wold41,,,,,,,,,36,0.24602929244760235,3,6.122339252278952e-05,6.122339252278952e-05,0.0002488459480320965,,Otomi; Qeqchi; Takia,12,1402,4-41
core,RAIN (PRECIPITATION),rain,fon,1,Thai,Tai-Kadai,Eurasia,fǒn,fon,wold,0.0,0.0,-0.5268,1.0,0.954,0.0112,deu:von=from,3,wold41,,,,,,,,,33,0.24602929244760235,2,0.0030174386314803406,0.0030174386314803406,0.012264550295867612,,Thai; ZinacantanTzotzil,13,658,1-75
core,NAME,name,ten,1,Vietnamese,Austroasiatic,Eurasia,tên,ten,wold,0.0,0.0,-0.5496,1.0,0.954,0.1657,English:ten=ten; LowerSorbian:ten=this,4,wold41,,,,,,,,,34,0.24602929244760235,5,0.020857497902674615,0.01445819568422114,0.08477648208136315,,Dutch; Hausa; SeychellesCreole; Vietnamese; ZinacantanTzotzil,15,1405,18-28
core,LOUSE,louse,pum,1,(coined),(none),(none),,pum,coined,0.0,0.0,0.0,1.0,0.891,0.0,,0,wold41,,,,,,,,,0,0.24602929244760235,0,0.0,0.0,0.0,,,15,1392,
core,WING,wing,ke,1,Ket,Yeniseian,Eurasia,keˀs,kesi,wold,0.0,0.0,-0.2521,1.0,0.966,0.4714,spa:que=that (rel); por:que=that (rel); ben:ke=who; fra:que=that (rel),9,wold41,,,,,,,,,32,0.24602929244760235,1,2.478089697351004e-07,2.478089697351004e-07,1.0072335991775333e-06,,Hup,17,1257,4-392
core,FLESH OR MEAT,flesh/meat,sum,1,(coined),(none),(none),,sum,coined,0.0,0.0,0.0,1.0,0.908,0.0,,0,wold41,,,,,,,,,0,0.24602929244760235,0,0.0,0.0,0.0,,,18,2615,
core,ARM OR HAND,arm/hand,tun,1,(coined),(none),(none),,tun,coined,0.0,0.0,0.0,1.0,0.908,0.0,,0,wold41,,,,,,,,,0,0.24602929244760235,0,0.0,0.0,0.0,,,19,2121,
core,FLY (INSECT),fly,di,1,Oroqen,Tungusic,Eurasia,dilkə:tʃən,dilikitin,wold,0.2,0.3,-0.373,1.0,0.983,0.027,deu:die=the; ita:di=of; Indonesian:di=at; Saramaccan:dii=three,10,wold41,,,,,,,,,33,0.24602929244760235,3,0.020009845456198376,0.001351287734967283,0.08133115068182353,,Japanese; Kanuri; ZinacantanTzotzil,20,1504,3-83
core,NIGHT,night,pun,1,Mapudungun,Araucanian,South America,puṉ,pun,wold,0.0,0.0,-0.0552,1.0,0.948,0.0,,11,wold41,,,,,,,,,33,0.24602929244760235,5,0.0013988386320098938,0.0013950187296264184,0.005685658882703201,,Hawaiian; ImbaburaQuechua; Kanuri; Mapudungun; Sakha,20,1233,14-42
core,EAR,ear,te,1,Indonesian,Austronesian,Papunesia,telinga,telinga,wold,0.0,0.0,-0.6966,1.0,0.983,0.4734,spa:te=you (obj); por:te=you (obj); pan:te=and; mar:te=that,3,wold41,,,,,,,,,34,0.24602929244760235,1,0.01107851864698096,0.0,0.045029266786760315,,Vietnamese,22,1247,4-22
core,NECK,neck,sin,1,Swahili,Atlantic-Congo,Africa,shingo,singo,wold,0.0,0.0,-0.3788,1.0,0.925,0.0,,3,wold41,,,,,,,,,31,0.24602929244760235,2,0.0023337934496738995,0.0,0.009485835716781304,,SeliceRomani; Swahili,23,1333,4-28
core,FAR,far,we,1,Hup,Naduhup,South America,w’ěh,wehi,wold,0.0,0.0,-0.4074,1.0,0.966,0.2017,English:we=we; tur:ve=and,9,wold41,,,,,,,,,31,0.24602929244760235,0,0.0,0.0,0.0,,,23,1406,12-44
core,DO OR MAKE,to do/make,mun,1,(coined),(none),(none),,mun,coined,0.0,0.0,0.0,1.0,0.908,0.0,KildinSaami:munn=I,0,wold41,,,,,,,,,0,0.24602929244760235,0,0.0,0.0,0.0,,,25,2575,
core,HOUSE,house,no,1,Archi,Nakh-Daghestanian,Eurasia,nokɬʼ,noki,wold,0.0,0.0,-0.4118,1.0,0.931,0.4734,spa:no=no/not; English:no=no; kor:neo=you; Vietnamese:no=he/she/it,6,wold41,,,,,,,,,34,0.24602929244760235,5,6.747692475904587e-05,6.747692475904587e-05,0.0002742637841525177,,Hup; Iraqw; Manange; Oroqen; ZinacantanTzotzil,26,1252,7-12
core,STONE OR ROCK,stone/rock,du,1,Hausa,Afro-Asiatic,Africa,dúutsèe,dutise,wold,0.2,0.3,-0.7396,1.0,0.914,0.0892,kor:du=two; deu:du=you; OldHighGerman:du=you (singular); Oroqen:ədu=here,8,wold41,,,,,,,,,34,0.24602929244760235,2,0.0,0.0,0.0,,Otomi; ZinacantanTzotzil,27,2125,1-44
core,BITTER,bitter,sim,1,Kanuri,Saharan,Africa,cîm,sim,wold,0.0,0.0,-0.7103,1.0,0.977,0.1112,por:sim=yes; Ket:sim=if,5,wold41,,,,,,,,,30,0.24602929244760235,1,0.001351287734967283,0.001351287734967283,0.0054923855672798436,,Kanuri,28,887,15-37
core,SAY,to say,pin,1,Mapudungun,Araucanian,South America,pin,pin,wold,0.0,0.0,-0.4914,1.0,0.977,0.0,,4,wold41,,,,,,,,,32,0.24602929244760235,5,6.617957191749153e-05,4.373099465913537e-05,0.00026899062001564715,,Gawwada; Manange; Mapudungun; SeychellesCreole; Takia,28,1458,18-22
core,TOOTH,tooth,pan,1,KildinSaami,Uralic,Eurasia,pānn’,pan,wold,0.0,0.0,-0.3698,1.0,0.954,0.0,,7,wold41,,,,,,,,,37,0.24602929244760235,4,0.004368799251438722,0.003017511516471439,0.017757232108323685,,Kanuri; KildinSaami; OldHighGerman; Thai,28,1380,4-27
core,HAIR,hair,fi,1,(coined),(none),(none),,fi,coined,0.0,0.0,0.0,1.0,0.922,0.0218,Vietnamese:vi=because; arz:fi=in; Kanuri:fi=which?,0,wold41,,,,,,,,,0,0.24602929244760235,0,0.0,0.0,0.0,,,31,1040,
core,BIG,big,po,1,Hup,Naduhup,South America,póg,pogi,wold,0.0,0.0,-0.5956,1.0,0.931,0.0073,SeliceRomani:po=by; Kalina:po=at; LowerSorbian:po=after,13,wold41,,,,,,,,,34,0.24602929244760235,4,0.14489538416943254,0.14489538416943254,0.5889354992161812,,Ket; Malagasy; MandarinChinese; Vietnamese,32,1202,12-55
core,STRIKE OR BEAT,to hit/beat,da,1,MandarinChinese,Sino-Tibetan,Eurasia,da3,da,wold,0.2,0.3,-0.7929,1.0,0.983,0.1066,rus:da=yes; Hausa:da=and; Romanian:da=yes; ita:da=from,8,wold41,,,,,,,,,32,0.24602929244760235,3,0.13683428228843458,0.13683428228843458,0.5561706938517356,,Gurindji; MandarinChinese; Thai,36,2133,9-21
core,FOOT OR LEG,leg/foot,win,1,(coined),(none),(none),,win,coined,0.0,0.0,0.0,1.0,0.925,0.0,,0,wold41,,,,,,,,,0,0.24602929244760235,0,0.0,0.0,0.0,,,37,2098,
core,HORN (ANATOMY),horn,se,1,Bezhta,Nakh-Daghestanian,Eurasia,šelo,selo,wold,0.0,0.0,-0.8303,1.0,0.966,0.6422,spa:se=reflexive; ben:se=he/she; por:se=reflexive; English:she=she,5,wold41,,,,,,,,,32,0.24602929244760235,2,0.0006412640171824512,0.0,0.0026064539340128505,,Ket; TarifiytBerber,38,1393,4-17
core,THIS,this,ja,1,Archi,Nakh-Daghestanian,Eurasia,jamu,jamu,wold,0.0,0.0,-1.1152,1.0,0.931,0.4846,hin:ya=or; spa:ya=already; rus:ja=I; Japanese:ya=and,3,wold41,,,,,,,,,30,0.24602929244760235,2,1.7492397863654149e-07,0.0,7.10988422948847e-07,,Oroqen; ZinacantanTzotzil,38,1214,24-07
core,FISH,fish,ba,1,Sakha,Turkic,Eurasia,balɨk,baliki,wold,0.2,0.3,-1.232,1.0,0.983,0.6123,MandarinChinese:ba=eight; ben:ba=or; fil:ba=question particle; Vietnamese:ba=three,2,wold41,,,,,,,,,32,0.24602929244760235,3,0.014095957278461302,0.01107851864698096,0.05729381708262792,,CeqWong; Thai; Vietnamese,38,227,3-65
core,YESTERDAY,yesterday,tin,1,Oroqen,Tungusic,Eurasia,ti:nəwə,tinwu,wold,0.0,0.0,-0.3977,1.0,0.977,0.0,,7,wold41,,,,,,,,,33,0.24602929244760235,4,0.018658732645209727,0.0,0.07583947610296664,,CeqWong; Japanese; Manange; Oroqen,41,1174,14-49
core,DRINK,to drink,do,1,Ket,Yeniseian,Eurasia,dop,dopu,wold,0.2,0.3,-0.9002,1.0,0.983,0.2926,hin:do=two; pan:do=two; urd:do=two; pes:do=two,3,wold41,,,,,,,,,27,0.24602929244760235,3,0.007040544370138598,0.007040544370138598,0.028616691533338637,,Hausa; Manange; TarifiytBerber,42,1401,5-13
core,BLACK,black,bo,1,Otomi,Otomanguean,North America,'bo,bo,wold,0.2,0.3,-1.0483,1.0,0.983,0.0,,4,wold41,,,,,,,,,27,0.24602929244760235,3,0.00646635641026415,6.705419181067424e-05,0.026282872035009047,,Hausa; Iraqw; Otomi,42,163,15-65
core,NAVEL,navel,kan,1,Archi,Nakh-Daghestanian,Eurasia,cʼan,kan,wold,0.0,0.0,-1.3244,1.0,0.931,0.0155,Thai:chan=I; Hausa:kaɗan=few; SeychellesCreole:kan=when?,4,wold41,,,,,,,,,33,0.24602929244760235,5,0.01114658885556755,1.4139688273120437e-07,0.04530594200664733,,Archi; Bezhta; Iraqw; Sakha; Vietnamese,42,1838,4-43
core,STAND,to stand,tam,1,Saramaccan,Indo-European,South America,taámpu,tampu,wold,0.0,0.0,-1.1686,1.0,0.948,0.0334,Vietnamese:tam=eight; Iraqw:tam=three; LowerSorbian:tam=there,4,wold41,,,,,,,,,29,0.24602929244760235,3,2.3177427169341747e-05,0.0,9.420596604072224e-05,,Gawwada; Otomi; Saramaccan,45,1442,12-15
