word,lang,language,title,romanised,provenance,loan_score,is_loan,scored,v3_form,sim_to_v3
carbon,ar,Arabic,كربون,krbun,wikipedia,1.0,True,False,karibon,
carbon,sw,Swahili,Kaboni,kaboni,wikipedia,0.7083,True,True,karibon,0.6305
carbon,id,Indonesian,Karbon,karbon,wikipedia,1.0,True,True,karibon,0.8571
carbon,tr,Turkish,Karbon,karbon,wikipedia,1.0,True,True,karibon,0.8571
carbon,ru,Russian,Углерод,uglerod,wikipedia,0.3846,False,True,karibon,0.5296
carbon,es,Spanish,Carbono,karbono,wikipedia,0.9231,True,True,karibon,0.7143
carbon,fi,Finnish,Hiili,hiili,wikipedia,0.375,False,True,karibon,0.4951
carbon,vi,Vietnamese,Carbon,kazbon,wikipedia,0.7917,True,True,karibon,0.798
carbon,ta,Tamil,கரிமம்,karimam,wikipedia,0.7308,True,True,karibon,0.9089
carbon,he,Hebrew,פחמן,pxmn,wikipedia,0.25,False,False,karibon,
carbon,is,Icelandic,Kolefni,kolefni,wikipedia,0.7692,True,True,karibon,0.6305
carbon,hu,Hungarian,Szén,sen,wikipedia,0.2917,False,True,karibon,0.3571
carbon,cs,Czech,Uhlík,uhlik,wikipedia,0.375,False,True,karibon,0.4064
energy,ja,Japanese,エネルギー,enerugi,wikipedia,0.7826,True,True,eneriɡia,0.8491
energy,zh,Mandarin,能量,,unclassified,,,False,eneriɡia,
energy,ko,Korean,에너지,enʌtʃi,wikipedia,0.6111,False,True,eneriɡia,0.6185
energy,hi,Hindi,ऊर्जा,urdʒa,wikipedia,0.3333,False,True,eneriɡia,0.4375
energy,ar,Arabic,طاقة,,wikipedia,0.0,False,False,eneriɡia,
energy,sw,Swahili,Nishati,niʃati,wikipedia,0.4286,False,True,eneriɡia,0.6056
energy,id,Indonesian,Energi,energi,wikipedia,0.7619,True,True,eneriɡia,0.75
energy,tr,Turkish,Enerji,enerʒi,wikipedia,0.7619,True,True,eneriɡia,0.7004
energy,ru,Russian,Энергия,energija,wikipedia,0.6429,True,True,eneriɡia,0.75
energy,es,Spanish,Energía,energia,wikipedia,0.7826,True,True,eneriɡia,0.875
energy,fi,Finnish,Energia,energia,wikipedia,0.7826,True,True,eneriɡia,0.875
energy,vi,Vietnamese,Năng lượng,naŋ lɯəŋ,wikipedia,0.5385,False,True,eneriɡia,0.4332
energy,ha,Hausa,Makamashi,makamaʃi,wikipedia,0.3214,False,True,eneriɡia,0.4935
energy,ta,Tamil,ஆற்றல்,arral,wikipedia,0.3684,False,True,eneriɡia,0.4461
energy,he,Hebrew,אנרגיה,anrgih,wikipedia,0.6667,True,False,eneriɡia,
energy,is,Icelandic,Orka,orka,wikipedia,0.3333,False,True,eneriɡia,0.4784
energy,hu,Hungarian,Energia,energia,wikipedia,0.7826,True,True,eneriɡia,0.875
energy,cs,Czech,Energie,energie,wikipedia,0.7826,True,True,eneriɡia,0.8578
plastic,ja,Japanese,プラスチック,purasutʃiku,wikipedia,0.6857,True,True,pilasiti,0.674
plastic,zh,Mandarin,塑料,,unclassified,,,False,pilasiti,
plastic,ko,Korean,플라스틱,pɯlrasɯtik,wikipedia,0.7632,True,True,pilasiti,0.7793
plastic,hi,Hindi,प्लास्टिक,plasʈik,wikipedia,1.0,True,True,pilasiti,0.6164
plastic,ar,Arabic,لدائن,ldaʔn,wikipedia,0.4,False,False,pilasiti,
plastic,sw,Swahili,Plastiki,plastiki,wikipedia,0.9355,True,True,pilasiti,0.7134
plastic,id,Indonesian,Plastik,plastik,wikipedia,1.0,True,True,pilasiti,0.625
plastic,tr,Turkish,Plastik,plastik,wikipedia,1.0,True,True,pilasiti,0.625
plastic,ru,Russian,Пластмасса,plastmassa,wikipedia,0.7059,True,True,pilasiti,0.5414
plastic,es,Spanish,Plástico,plastiko,wikipedia,0.9355,True,True,pilasiti,0.6875
plastic,fi,Finnish,Muovi,muovi,wikipedia,0.1379,False,True,pilasiti,0.5108
plastic,vi,Vietnamese,Chất dẻo,tʃət,wikipedia,0.2759,False,True,pilasiti,0.4461
plastic,ta,Tamil,நெகிழி,nekiɻi,wikipedia,0.069,False,True,pilasiti,0.5409
plastic,he,Hebrew,פלסטיק,plstik,wikipedia,1.0,True,False,pilasiti,
plastic,is,Icelandic,Plast,plast,wikipedia,0.7586,True,True,pilasiti,0.625
plastic,hu,Hungarian,Műanyag,myaɲag,wikipedia,0.3103,False,True,pilasiti,0.5216
plastic,cs,Czech,Plast,plast,wikipedia,0.7586,True,True,pilasiti,0.625
virus,ja,Japanese,ウイルス,uirusu,wikipedia,0.6316,True,True,firu,0.4741
virus,zh,Mandarin,病毒,,unclassified,,,False,firu,
virus,ko,Korean,바이러스,pairʌsɯ,wikipedia,0.9048,True,True,firu,0.5222
virus,hi,Hindi,विषाणु,viʃaɳu,wikipedia,0.4286,False,True,firu,0.5948
virus,ar,Arabic,فيروس,firus,wikipedia,1.0,True,False,firu,
virus,sw,Swahili,Virusi,virusi,wikipedia,0.9048,True,True,firu,0.6609
virus,id,Indonesian,Virus,virus,wikipedia,1.0,True,True,firu,0.7931
virus,tr,Turkish,Virüs,virys,wikipedia,1.0,True,True,firu,0.7793
virus,ru,Russian,Вирусы,virusɨ,wikipedia,0.9048,True,True,firu,0.6609
virus,es,Spanish,Virus,birus,wikipedia,1.0,True,True,firu,0.7586
virus,fi,Finnish,Virukset,virukset,wikipedia,0.7917,True,True,firu,0.4957
virus,vi,Vietnamese,Virus,vizus,wikipedia,0.7368,True,True,firu,0.7103
virus,ta,Tamil,தீநுண்மி,tinuɳmi,wikipedia,0.1667,False,True,firu,0.4803
virus,he,Hebrew,נגיף,,wikipedia,0.0,False,False,firu,
virus,is,Icelandic,Veira,veira,wikipedia,0.6316,True,True,firu,0.7379
virus,hu,Hungarian,Vírus,viruʃ,wikipedia,1.0,True,True,firu,0.7931
virus,cs,Czech,Virus,virus,wikipedia,1.0,True,True,firu,0.7931
bacteria,ja,Japanese,細菌,,wikipedia,0.0,False,True,bakiteria,
bacteria,zh,Mandarin,细菌,,unclassified,,,False,bakiteria,
bacteria,ko,Korean,세균,sekjun,wikipedia,0.3214,False,True,bakiteria,0.5096
bacteria,hi,Hindi,जीवाणु,dʒivaɳu,wikipedia,0.2143,False,True,bakiteria,0.59
bacteria,ar,Arabic,بكتيريا,bktiria,wikipedia,1.0,True,False,bakiteria,
bacteria,sw,Swahili,Vijasumu,vidʒasumu,wikipedia,0.3214,False,True,bakiteria,0.5517
bacteria,id,Indonesian,Bakteri,bakteri,wikipedia,0.9286,True,True,bakiteria,0.7778
bacteria,tr,Turkish,Bakteri,bakteri,wikipedia,0.9286,True,True,bakiteria,0.7778
bacteria,ru,Russian,Бактерии,bakterii,wikipedia,1.0,True,True,bakiteria,0.8659
bacteria,es,Spanish,Bacteria,bakteria,wikipedia,1.0,True,True,bakiteria,0.8889
bacteria,fi,Finnish,Bakteerit,bakteerit,wikipedia,0.7879,True,True,bakiteria,0.636
bacteria,vi,Vietnamese,Vi khuẩn,vi xuən,wikipedia,0.5,False,True,bakiteria,0.5402
bacteria,ha,Hausa,Kwayar cutar Bakteriya,bakterija,wikipedia,0.8485,True,True,bakiteria,0.7778
bacteria,ta,Tamil,பாக்டீரியா,pakʈirija,wikipedia,0.8485,True,True,bakiteria,0.7586
bacteria,he,Hebrew,חיידקים,xiidkim,wikipedia,0.25,False,False,bakiteria,
bacteria,is,Icelandic,Gerlar,gerlar,wikipedia,0.3214,False,True,bakiteria,0.4617
bacteria,hu,Hungarian,Baktériumok,bakteriumok,wikipedia,0.8485,True,True,bakiteria,0.6238
bacteria,cs,Czech,Bakterie,bakterie,wikipedia,1.0,True,True,bakiteria,0.8736
antibiotic,ja,Japanese,抗生物質,,wikipedia,0.0,False,True,antibioti,
antibiotic,zh,Mandarin,抗生素,,unclassified,,,False,antibioti,
antibiotic,ko,Korean,항생제,haŋseŋtʃe,wikipedia,0.3143,False,True,antibioti,0.477
antibiotic,hi,Hindi,प्रतिजैविक,pratidʒɛvik,wikipedia,0.3684,False,True,antibioti,0.5157
antibiotic,ar,Arabic,مضاد حيوي,mdadhiui,wikipedia,0.6,False,False,antibioti,
antibiotic,sw,Swahili,Antibiotiki,antibiotiki,wikipedia,0.9459,True,True,antibioti,0.8182
antibiotic,id,Indonesian,Antibiotik,antibiotik,wikipedia,1.0,True,True,antibioti,0.9
antibiotic,tr,Turkish,Antibiyotik,antibijotik,wikipedia,0.875,True,True,antibioti,0.8182
antibiotic,ru,Russian,Антибиотики,antibiotiki,wikipedia,0.9459,True,True,antibioti,0.8182
antibiotic,es,Spanish,Antibiótico,antibiotiko,wikipedia,0.9459,True,True,antibioti,0.8182
antibiotic,fi,Finnish,Antibiootti,antibiootti,wikipedia,0.7027,True,True,antibioti,0.8182
antibiotic,vi,Vietnamese,Kháng sinh,xaŋ siɲ,wikipedia,0.1143,False,True,antibioti,0.3314
antibiotic,ta,Tamil,நுண்ணுயிர் எதிர்ப்பி,nuɳɳujiretirppi,wikipedia,0.375,False,True,antibioti,0.4713
antibiotic,he,Hebrew,אנטיביוטיקה,antibiutikh,wikipedia,1.0,True,False,antibioti,
antibiotic,is,Icelandic,Sýklalyf,siklalif,wikipedia,0.0857,False,True,antibioti,0.4483
antibiotic,hu,Hungarian,Antibiotikum,antibiotikum,wikipedia,0.9459,True,True,antibioti,0.75
antibiotic,cs,Czech,Antibiotikum,antibiotikum,wikipedia,0.9459,True,True,antibioti,0.75
vitamin,ja,Japanese,ビタミン,bitamin,wikipedia,1.0,True,True,fitamin,0.9704
vitamin,zh,Mandarin,维生素,weitaming,model-recall,,True,False,fitamin,
vitamin,ko,Korean,비타민,pitamin,wikipedia,1.0,True,True,fitamin,0.9754
vitamin,hi,Hindi,विटामिन,viʈamin,wikipedia,1.0,True,True,fitamin,0.9852
vitamin,ar,Arabic,فيتامين,fitamin,wikipedia,1.0,True,False,fitamin,
vitamin,sw,Swahili,Vitamini,vitamini,wikipedia,0.9286,True,True,fitamin,0.8707
vitamin,id,Indonesian,Vitamin,vitamin,wikipedia,1.0,True,True,fitamin,0.9951
vitamin,tr,Turkish,Vitamin,vitamin,wikipedia,1.0,True,True,fitamin,0.9951
vitamin,ru,Russian,Витамины,vitaminɨ,wikipedia,0.9286,True,True,fitamin,0.8707
vitamin,es,Spanish,Vitamina,bitamina,wikipedia,0.9286,True,True,fitamin,0.8491
vitamin,fi,Finnish,Vitamiini,vitamiini,wikipedia,0.9286,True,True,fitamin,0.7739
vitamin,vi,Vietnamese,Vitamin,vitamin,wikipedia,1.0,True,True,fitamin,0.9951
vitamin,ta,Tamil,உயிர்ச்சத்து,ujirssattu,wikipedia,0.129,False,True,fitamin,0.3259
vitamin,he,Hebrew,ויטמין,uitmin,wikipedia,0.75,True,False,fitamin,
vitamin,is,Icelandic,Vítamín,vitamin,wikipedia,1.0,True,True,fitamin,0.9951
vitamin,hu,Hungarian,Vitamin,vitamin,wikipedia,1.0,True,True,fitamin,0.9951
vitamin,cs,Czech,Vitamín,vitamin,wikipedia,1.0,True,True,fitamin,0.9951
protein,ja,Japanese,タンパク質,,wikipedia,0.0,False,True,pirotein,
protein,zh,Mandarin,蛋白质,,unclassified,,,False,pirotein,
protein,ko,Korean,단백질,tanpektʃil,wikipedia,0.1111,False,True,pirotein,0.5879
protein,hi,Hindi,प्रोटीन,proʈin,wikipedia,0.9231,True,True,pirotein,0.7414
protein,ar,Arabic,بروتين,brutin,wikipedia,1.0,True,False,pirotein,
protein,sw,Swahili,Protini,protini,wikipedia,0.8462,True,True,pirotein,0.625
protein,id,Indonesian,Protein,protein,wikipedia,1.0,True,True,pirotein,0.875
protein,tr,Turkish,Protein,protein,wikipedia,1.0,True,True,pirotein,0.875
protein,ru,Russian,Белки,belki,wikipedia,0.3846,False,True,pirotein,0.5539
protein,es,Spanish,Proteína,proteina,wikipedia,0.9286,True,True,pirotein,0.75
protein,fi,Finnish,Proteiini,proteiini,wikipedia,0.9286,True,True,pirotein,0.6667
protein,vi,Vietnamese,Protein,pzotein,wikipedia,0.8077,True,True,pirotein,0.8233
protein,ta,Tamil,புரதம்,puratam,wikipedia,0.8462,True,True,pirotein,0.7953
protein,he,Hebrew,חלבון,xlbun,wikipedia,0.5,False,False,pirotein,
protein,is,Icelandic,Prótín,protin,wikipedia,0.9231,True,True,pirotein,0.75
protein,hu,Hungarian,Fehérje,feherje,wikipedia,0.3077,False,True,pirotein,0.6552
protein,cs,Czech,Bílkovina,bilkovina,wikipedia,0.5484,False,True,pirotein,0.6034
hormone,ja,Japanese,ホルモン,horumon,wikipedia,0.9048,True,True,horimon,0.9704
hormone,zh,Mandarin,激素,,unclassified,,,False,horimon,
hormone,ko,Korean,호르몬,horɯmon,wikipedia,0.9048,True,True,horimon,0.9852
hormone,hi,Hindi,हार्मोन,harmon,wikipedia,1.0,True,True,horimon,0.8374
hormone,ar,Arabic,هرمون,hrmun,wikipedia,1.0,True,False,horimon,
hormone,sw,Swahili,Homoni,homoni,wikipedia,0.6316,True,True,horimon,0.7094
hormone,id,Indonesian,Hormon,hormon,wikipedia,1.0,True,True,horimon,0.8571
hormone,tr,Turkish,Hormon,hormon,wikipedia,1.0,True,True,horimon,0.8571
hormone,ru,Russian,Гормоны,gormonɨ,wikipedia,0.7308,True,True,horimon,0.6404
hormone,es,Spanish,Hormona,ormona,wikipedia,0.9048,True,True,horimon,0.5714
hormone,fi,Finnish,Hormoni,hormoni,wikipedia,0.9048,True,True,horimon,0.7143
hormone,vi,Vietnamese,Nội tiết tố,noi,wikipedia,0.3684,False,True,horimon,0.3621
hormone,ta,Tamil,இயக்குநீர்,ijakkunir,wikipedia,0.3462,False,True,horimon,0.5287
hormone,he,Hebrew,הורמון,hurmun,wikipedia,1.0,True,False,horimon,
hormone,is,Icelandic,Hormón,hormon,wikipedia,1.0,True,True,horimon,0.8571
hormone,hu,Hungarian,Hormon,hormon,wikipedia,1.0,True,True,horimon,0.8571
hormone,cs,Czech,Hormon,hormon,wikipedia,1.0,True,True,horimon,0.8571
malaria,ja,Japanese,マラリア,mararia,wikipedia,1.0,True,True,malaria,0.9754
malaria,zh,Mandarin,疟疾,,unclassified,,,False,malaria,
malaria,ko,Korean,말라리아,malraria,wikipedia,0.8214,True,True,malaria,0.875
malaria,hi,Hindi,मलेरिया,malerija,wikipedia,0.8214,True,True,malaria,0.8578
malaria,ar,Arabic,ملاريا,mlaria,wikipedia,1.0,True,False,malaria,
malaria,sw,Swahili,Malaria,malaria,wikipedia,1.0,True,True,malaria,1.0
malaria,id,Indonesian,Malaria,malaria,wikipedia,1.0,True,True,malaria,1.0
malaria,tr,Turkish,Sıtma,sɯtma,wikipedia,0.1739,False,True,malaria,0.4483
malaria,ru,Russian,Малярия,maljarija,wikipedia,0.697,True,True,malaria,0.7778
malaria,es,Spanish,Malaria,malaria,wikipedia,1.0,True,True,malaria,1.0
malaria,fi,Finnish,Malaria,malaria,wikipedia,1.0,True,True,malaria,1.0
malaria,vi,Vietnamese,Sốt rét,sot,wikipedia,0.087,False,True,malaria,0.2709
malaria,ha,Hausa,Cutar zazzaɓin cizon sauro,sauro,wikipedia,0.4783,False,True,malaria,0.5542
malaria,ta,Tamil,மலேரியா,malerija,wikipedia,0.8214,True,True,malaria,0.8578
malaria,he,Hebrew,מלריה,mlrih,wikipedia,1.0,True,False,malaria,
malaria,is,Icelandic,Malaría,malaria,wikipedia,1.0,True,True,malaria,1.0
malaria,hu,Hungarian,Malária,malaria,wikipedia,1.0,True,True,malaria,1.0
malaria,cs,Czech,Malárie,malarie,wikipedia,1.0,True,True,malaria,0.9803
insulin,ja,Japanese,インスリン,insurin,wikipedia,1.0,True,True,insulin,0.9754
insulin,zh,Mandarin,胰岛素,,unclassified,,,False,insulin,
insulin,ko,Korean,인슐린,insjulrin,wikipedia,0.7222,True,True,insulin,0.7778
insulin,hi,Hindi,इन्सुलिन,insulin,wikipedia,1.0,True,True,insulin,1.0
insulin,ar,Arabic,إنسولين,insulin,wikipedia,1.0,True,False,insulin,
insulin,id,Indonesian,Insulin,insulin,wikipedia,1.0,True,True,insulin,1.0
insulin,tr,Turkish,İnsülin,insylin,wikipedia,1.0,True,True,insulin,0.9901
insulin,ru,Russian,Инсулин,insulin,wikipedia,1.0,True,True,insulin,1.0
insulin,es,Spanish,Insulina,insulina,wikipedia,0.9286,True,True,insulin,0.875
insulin,fi,Finnish,Insuliini,insuliini,wikipedia,0.9286,True,True,insulin,0.7778
insulin,vi,Vietnamese,Insulin,insulin,wikipedia,1.0,True,True,insulin,1.0
insulin,ta,Tamil,இன்சுலின்,insulin,wikipedia,1.0,True,True,insulin,1.0
insulin,he,Hebrew,אינסולין,ainsulin,wikipedia,1.0,True,False,insulin,
insulin,is,Icelandic,Insúlín,insulin,wikipedia,1.0,True,True,insulin,1.0
insulin,hu,Hungarian,Inzulin,inzulin,wikipedia,1.0,True,True,insulin,0.9951
insulin,cs,Czech,Inzulin,inzulin,wikipedia,1.0,True,True,insulin,0.9951
vaccine,ja,Japanese,ワクチン,wakutʃin,wikipedia,0.9231,True,True,fakisin,0.7241
vaccine,zh,Mandarin,疫苗,,unclassified,,,False,fakisin,
vaccine,ko,Korean,백신,peksin,wikipedia,1.0,True,True,fakisin,0.8128
vaccine,hi,Hindi,टीका (वैक्सीन),ʈika,wikipedia,0.375,False,True,fakisin,0.4557
vaccine,ar,Arabic,لقاح,lqah,wikipedia,0.25,False,False,fakisin,
vaccine,sw,Swahili,Chanjo,tʃandʒo,wikipedia,0.375,False,True,fakisin,0.3695
vaccine,id,Indonesian,Vaksin,vaksin,wikipedia,1.0,True,True,fakisin,0.8522
vaccine,tr,Turkish,Aşı,aʃɯ,wikipedia,0.375,False,True,fakisin,0.399
vaccine,ru,Russian,Вакцина,vaktsina,wikipedia,1.0,True,True,fakisin,0.7198
vaccine,es,Spanish,Vacuna,bakuna,wikipedia,0.7083,True,True,fakisin,0.6897
vaccine,fi,Finnish,Rokote,rokote,wikipedia,0.2917,False,True,fakisin,0.6872
vaccine,vi,Vietnamese,Vắc-xin,vak-sin,wikipedia,1.0,True,True,fakisin,0.8522
